docid,best_match,score
edf-urd-annual-financial-report-2022-en-update.pdf_456,2022-10-27-draft-response-document.pdf_139,0.671875
edf-urd-annual-financial-report-2022-en-update.pdf_459,2022-10-27-draft-response-document.pdf_139,0.67578125
edf-urd-annual-financial-report-2022-en-update.pdf_465,2022-10-27-draft-response-document.pdf_139,0.671875
edf-urd-annual-financial-report-2022-en-update.pdf_468,2022-10-27-draft-response-document.pdf_139,0.69140625
edf-urd-annual-financial-report-2022-en-update.pdf_469,2022-10-27-draft-response-document.pdf_148,0.65625
edf-urd-annual-financial-report-2023-en-accessible.pdf_9,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_29,0.734375
edf-urd-annual-financial-report-2023-en-accessible.pdf_24,2022-10-27-draft-response-document.pdf_87,0.7734375
edf-urd-annual-financial-report-2023-en-accessible.pdf_48,2022-10-27-draft-response-document.pdf_108,0.6640625
edf-urd-annual-financial-report-2023-en-accessible.pdf_80,2022-10-27-draft-response-document.pdf_121,0.74609375
edf-urd-annual-financial-report-2023-en-accessible.pdf_81,2022-10-27-draft-response-document.pdf_121,0.68359375
edf-urd-annual-financial-report-2023-en-accessible.pdf_82,2022-10-27-draft-response-document.pdf_121,0.69140625
edf-urd-annual-financial-report-2023-en-accessible.pdf_84,edf_in_asia_2017.pdf_0,0.69921875
edf-urd-annual-financial-report-2023-en-accessible.pdf_95,2022-10-27-draft-response-document.pdf_121,0.71875
edf-urd-annual-financial-report-2023-en-accessible.pdf_109,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_4,0.65625
edf-urd-annual-financial-report-2023-en-accessible.pdf_110,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_4,0.6796875
edf-urd-annual-financial-report-2023-en-accessible.pdf_325,2022-10-27-draft-response-document.pdf_131,0.65234375
edf-urd-annual-financial-report-2023-en-accessible.pdf_449,2022-10-27-draft-response-document.pdf_139,0.67578125
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_9,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_29,0.734375
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_24,2022-10-27-draft-response-document.pdf_87,0.7734375
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_48,2022-10-27-draft-response-document.pdf_108,0.6640625
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_80,2022-10-27-draft-response-document.pdf_121,0.74609375
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_81,2022-10-27-draft-response-document.pdf_121,0.68359375
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_82,2022-10-27-draft-response-document.pdf_121,0.69140625
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_84,edf_in_asia_2017.pdf_0,0.69921875
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_95,2022-10-27-draft-response-document.pdf_121,0.71875
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_109,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_4,0.65625
edf-urd-annual-financial-report-2023-en-updated-2024-04-11.pdf_449,2022-10-27-draft-response-document.pdf_139,0.67578125
facts-and-figures-2018-en.pdf_52,2022-10-27-draft-response-document.pdf_121,0.703125
facts-and-figures-2018-en.pdf_56,edf_in_asia_2017.pdf_0,0.66796875
facts-and-figures-2018-en.pdf_70,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_42,0.734375
facts-and-figures-2018-en.pdf_89,2022-10-27-draft-response-document.pdf_87,0.82421875
facts-and-figures-2018-en.pdf_95,ORANO_SCOPE_WASTE_EN.pdf_11,0.72265625
facts-and-figures-2018-en.pdf_117,Attachment3-County-Consultation.pdf_9,0.66796875
facts-and-figures-2018-en.pdf_142,2022-10-27-draft-response-document.pdf_121,0.671875
facts-and-figures-2018-en.pdf_156,2022-10-27-draft-response-document.pdf_108,0.6640625
facts-and-figures-2019.pdf_44,2022-04_EDF-RD-White-Paper_Renewables-Integration.pdf_6,0.65234375
facts-and-figures-2019.pdf_63,2022-10-27-draft-response-document.pdf_121,0.7109375
facts-and-figures-2019.pdf_64,2022-10-27-draft-response-document.pdf_121,0.703125
facts-and-figures-2019.pdf_67,edf_in_asia_2017.pdf_0,0.671875
facts-and-figures-2019.pdf_82,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_42,0.69921875
facts-and-figures-2019.pdf_106,ORANO_SCOPE_WASTE_EN.pdf_11,0.69921875
facts-and-figures-2019.pdf_169,2022-10-27-draft-response-document.pdf_108,0.65234375
facts-and-figures-2020.pdf_66,2022-10-27-draft-response-document.pdf_121,0.703125
facts-and-figures-2020.pdf_67,2022-10-27-draft-response-document.pdf_121,0.69140625
facts-and-figures-2020.pdf_69,edf_in_asia_2017.pdf_0,0.67578125
facts-and-figures-2020.pdf_70,edf_in_asia_2017.pdf_0,0.6640625
facts-and-figures-2020.pdf_86,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_42,0.68359375
facts-and-figures-2020.pdf_96,2022-10-27-draft-response-document.pdf_87,0.78125
facts-and-figures-2020.pdf_102,ORANO_SCOPE_WASTE_EN.pdf_11,0.71484375
facts-and-figures-2020.pdf_151,2022-10-27-draft-response-document.pdf_121,0.65234375
files.pdf_289,TotalEnergies-company-briefing-March-2022.pdf_5,0.65234375
files.pdf_654,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_12,0.65234375
master_SDES_data_chiffres-cles-energies-renouv_2019.pdf_58,CountryReport2021_France_final.pdf_13,0.68359375
ora_malvesi-tsn_2023_vf.pdf_3,orano-malvesi-uk.pdf_1,0.67578125
ora_malvesi-tsn_2023_vf.pdf_4,orano-malvesi-uk.pdf_1,0.67578125
ora_malvesi-tsn_2023_vf.pdf_6,orano-malvesi-uk.pdf_1,0.6953125
ora_malvesi-tsn_2023_vf.pdf_40,orano-malvesi-uk.pdf_0,0.80859375
orano-tricastin_tsn_2023.pdf_58,nuclear-safety-environment-policy-2017-2020.pdf_5,0.6953125
orano_annual-activity-report_2022_online.pdf_13,business-solutions-march-2019.pdf_4,0.7265625
orano_annual-activity-report_2022_online.pdf_14,ORANO_SCOPE_WASTE_EN.pdf_8,0.71484375
orano_annual-activity-report_2022_online.pdf_38,business-solutions-march-2019.pdf_4,0.7265625
orano_annual-activity-report_2022_online.pdf_39,ORANO_SCOPE_WASTE_EN.pdf_8,0.6796875
orano_annual-activity-report_2022_online.pdf_41,business-solutions-march-2019.pdf_8,0.69921875
orano_annual-activity-report_2022_online.pdf_42,business-solutions-march-2019.pdf_8,0.65234375
orano_annual-activity-report_2022_online.pdf_43,2024-10-17-05-30-00-2964590-en.pdf_1,0.703125
orano_annual-activity-report_2022_online.pdf_167,business-solutions-march-2019.pdf_11,0.74609375
orano_annual-activity-report_2022_online.pdf_347,nuclear-safety-environment-policy-2017-2020.pdf_5,0.7734375
orano_annual-activity-report_2023_online.pdf_13,business-solutions-march-2019.pdf_4,0.71875
orano_annual-activity-report_2023_online.pdf_14,ORANO_SCOPE_WASTE_EN.pdf_8,0.73046875
orano_annual-activity-report_2023_online.pdf_40,ORANO_SCOPE_WASTE_EN.pdf_8,0.69921875
orano_annual-activity-report_2023_online.pdf_42,business-solutions-march-2019.pdf_8,0.71484375
orano_annual-activity-report_2023_online.pdf_43,business-solutions-march-2019.pdf_8,0.67578125
orano_annual-activity-report_2023_online.pdf_44,2024-10-17-05-30-00-2964590-en.pdf_1,0.72265625
orano_mining_rse_fr_v6.pdf_157,nuclear-safety-environment-policy-2017-2020.pdf_5,0.6953125
orano_rapport-annuel-activite_2022_mel.pdf_13,business-solutions-march-2019.pdf_4,0.6953125
orano_rapport-annuel-activite_2022_mel.pdf_14,ORANO_SCOPE_WASTE_EN.pdf_8,0.65234375
orano_rapport-annuel-activite_2022_mel.pdf_38,business-solutions-march-2019.pdf_4,0.671875
orano_rapport-annuel-activite_2022_mel.pdf_41,business-solutions-march-2019.pdf_8,0.65234375
orano_rapport-annuel-activite_2022_mel.pdf_42,business-solutions-march-2019.pdf_8,0.65234375
orano_rapport-annuel-activite_2022_mel.pdf_43,business-solutions-march-2019.pdf_11,0.67578125
orano_rapport-annuel-activite_2022_mel.pdf_167,business-solutions-march-2019.pdf_11,0.69140625
orano_rapport-annuel-activite_2022_mel.pdf_347,nuclear-safety-environment-policy-2017-2020.pdf_5,0.734375
pb2024-48_FR.pdf_3,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.65625
pb2024-48_FR.pdf_10,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_66,0.65234375
ppe_-english_executive_summary_for_public_consultation.pdf_2,PPE-Executive summary.pdf_1,0.95703125
ppe_-english_executive_summary_for_public_consultation.pdf_3,4pages_PPE_GB_DEF_Web.pdf_0,0.734375
ppe_-english_executive_summary_for_public_consultation.pdf_5,PPE-Executive summary.pdf_1,0.6875
ppe_-english_executive_summary_for_public_consultation.pdf_9,PPE-Executive summary.pdf_31,0.6640625
ppe_-english_executive_summary_for_public_consultation.pdf_11,PPE-Executive summary.pdf_8,0.875
ppe_-english_executive_summary_for_public_consultation.pdf_12,PPE-Executive summary.pdf_10,0.76171875
ppe_-english_executive_summary_for_public_consultation.pdf_13,PPE-Executive summary.pdf_10,0.75
ppe_-english_executive_summary_for_public_consultation.pdf_14,PPE-Executive summary.pdf_10,0.83203125
ppe_-english_executive_summary_for_public_consultation.pdf_15,PPE-Executive summary.pdf_12,0.68359375
ppe_-english_executive_summary_for_public_consultation.pdf_16,PPE-Executive summary.pdf_12,0.875
ppe_-english_executive_summary_for_public_consultation.pdf_17,PPE-Executive summary.pdf_12,0.70703125
ppe_-english_executive_summary_for_public_consultation.pdf_18,PPE-Executive summary.pdf_14,0.8671875
ppe_-english_executive_summary_for_public_consultation.pdf_19,PPE-Executive summary.pdf_14,0.8359375
ppe_-english_executive_summary_for_public_consultation.pdf_20,France NPF (EN).pdf_17,0.65234375
ppe_-english_executive_summary_for_public_consultation.pdf_21,PPE-Executive summary.pdf_17,0.859375
ppe_-english_executive_summary_for_public_consultation.pdf_22,PPE-Executive summary.pdf_17,0.73046875
ppe_-english_executive_summary_for_public_consultation.pdf_24,PPE-Executive summary.pdf_20,0.7421875
ppe_-english_executive_summary_for_public_consultation.pdf_25,PPE-Executive summary.pdf_20,0.90625
ppe_-english_executive_summary_for_public_consultation.pdf_27,PPE-Executive summary.pdf_23,0.80859375
ppe_-english_executive_summary_for_public_consultation.pdf_28,PPE-Executive summary.pdf_23,0.9453125
ppe_-english_executive_summary_for_public_consultation.pdf_29,PPE-Executive summary.pdf_24,0.9453125
ppe_-english_executive_summary_for_public_consultation.pdf_31,PPE-Executive summary.pdf_14,0.67578125
ppe_-english_executive_summary_for_public_consultation.pdf_32,PPE-Executive summary.pdf_10,0.6640625
ppe_-english_executive_summary_for_public_consultation.pdf_33,PPE-Executive summary.pdf_28,0.76953125
ppe_-english_executive_summary_for_public_consultation.pdf_34,PPE-Executive summary.pdf_28,0.796875
ppe_-english_executive_summary_for_public_consultation.pdf_37,PPE-Executive summary.pdf_31,0.91015625
ppe_-english_executive_summary_for_public_consultation.pdf_38,PPE-Executive summary.pdf_31,0.66015625
ppe_-english_executive_summary_for_public_consultation.pdf_39,PPE-Executive summary.pdf_33,0.82421875
ppe_-english_executive_summary_for_public_consultation.pdf_40,PPE-Executive summary.pdf_33,0.82421875
ppe_-english_full_document_for_public_consultation.pdf_2,4pages_PPE_GB_DEF_Web.pdf_0,0.65234375
ppe_-english_full_document_for_public_consultation.pdf_5,PPE-Executive summary.pdf_33,0.703125
ppe_-english_full_document_for_public_consultation.pdf_6,PPE-Executive summary.pdf_10,0.6640625
ppe_-english_full_document_for_public_consultation.pdf_9,4pages_PPE_GB_DEF_Web.pdf_0,0.67578125
ppe_-english_full_document_for_public_consultation.pdf_10,4pages_PPE_GB_DEF_Web.pdf_0,0.67578125
ppe_-english_full_document_for_public_consultation.pdf_15,4pages_PPE_GB_DEF_Web.pdf_0,0.67578125
ppe_-english_full_document_for_public_consultation.pdf_34,PPE-Executive summary.pdf_31,0.66015625
ppe_-english_full_document_for_public_consultation.pdf_35,PPE-Executive summary.pdf_8,0.71484375
ppe_-english_full_document_for_public_consultation.pdf_37,PPE-Executive summary.pdf_10,0.65625
ppe_-english_full_document_for_public_consultation.pdf_38,PPE-Executive summary.pdf_10,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_40,PPE-Executive summary.pdf_10,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_41,PPE-Executive summary.pdf_10,0.85546875
ppe_-english_full_document_for_public_consultation.pdf_42,PPE-Executive summary.pdf_8,0.7109375
ppe_-english_full_document_for_public_consultation.pdf_43,PPE-Executive summary.pdf_10,0.73828125
ppe_-english_full_document_for_public_consultation.pdf_61,PPE-Executive summary.pdf_12,0.73828125
ppe_-english_full_document_for_public_consultation.pdf_62,PPE-Executive summary.pdf_12,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_63,PPE-Executive summary.pdf_12,0.6796875
ppe_-english_full_document_for_public_consultation.pdf_68,PPE-Executive summary.pdf_14,0.71875
ppe_-english_full_document_for_public_consultation.pdf_77,PPE-Executive summary.pdf_14,0.65234375
ppe_-english_full_document_for_public_consultation.pdf_81,PPE-Executive summary.pdf_14,0.76953125
ppe_-english_full_document_for_public_consultation.pdf_82,PPE-Executive summary.pdf_14,0.6875
ppe_-english_full_document_for_public_consultation.pdf_83,PPE-Executive summary.pdf_14,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_84,PPE-Executive summary.pdf_14,0.7109375
ppe_-english_full_document_for_public_consultation.pdf_85,PPE-Executive summary.pdf_14,0.69921875
ppe_-english_full_document_for_public_consultation.pdf_86,PPE-Executive summary.pdf_14,0.6796875
ppe_-english_full_document_for_public_consultation.pdf_87,PPE-Executive summary.pdf_14,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_95,PPE-Executive summary.pdf_17,0.6796875
ppe_-english_full_document_for_public_consultation.pdf_96,enea-overview-of-the-biomethane-sector-in-france.pdf_18,0.6796875
ppe_-english_full_document_for_public_consultation.pdf_97,PPE-Executive summary.pdf_17,0.70703125
ppe_-english_full_document_for_public_consultation.pdf_98,PPE-Executive summary.pdf_17,0.734375
ppe_-english_full_document_for_public_consultation.pdf_101,PPE-Executive summary.pdf_17,0.73828125
ppe_-english_full_document_for_public_consultation.pdf_136,PPE-Executive summary.pdf_23,0.69921875
ppe_-english_full_document_for_public_consultation.pdf_144,PPE-Executive summary.pdf_12,0.68359375
ppe_-english_full_document_for_public_consultation.pdf_145,PPE-Executive summary.pdf_12,0.734375
ppe_-english_full_document_for_public_consultation.pdf_150,PPE-Executive summary.pdf_23,0.7578125
ppe_-english_full_document_for_public_consultation.pdf_151,PPE-Executive summary.pdf_23,0.71484375
ppe_-english_full_document_for_public_consultation.pdf_152,PPE-Executive summary.pdf_23,0.87109375
ppe_-english_full_document_for_public_consultation.pdf_153,PPE-Executive summary.pdf_24,0.7734375
ppe_-english_full_document_for_public_consultation.pdf_154,PPE-Executive summary.pdf_23,0.72265625
ppe_-english_full_document_for_public_consultation.pdf_190,PPE-Executive summary.pdf_12,0.69921875
ppe_-english_full_document_for_public_consultation.pdf_214,France NPF (EN).pdf_0,0.703125
ppe_-english_full_document_for_public_consultation.pdf_219,PPE-Executive summary.pdf_28,0.79296875
ppe_-english_full_document_for_public_consultation.pdf_220,PPE-Executive summary.pdf_28,0.66015625
ppe_-english_full_document_for_public_consultation.pdf_221,PPE-Executive summary.pdf_28,0.671875
ppe_-english_full_document_for_public_consultation.pdf_225,PPE-Executive summary.pdf_28,0.73828125
ppe_-english_full_document_for_public_consultation.pdf_231,PPE-Executive summary.pdf_8,0.70703125
ppe_-english_full_document_for_public_consultation.pdf_232,PPE-Executive summary.pdf_8,0.75
ppe_-english_full_document_for_public_consultation.pdf_233,PPE-Executive summary.pdf_8,0.69140625
ppe_-english_full_document_for_public_consultation.pdf_238,PPE-Executive summary.pdf_31,0.71484375
ppe_-english_full_document_for_public_consultation.pdf_266,PPE-Executive summary.pdf_33,0.66015625
ppe_-english_full_document_for_public_consultation.pdf_267,PPE-Executive summary.pdf_33,0.75
ppe_-english_full_document_for_public_consultation.pdf_277,PPE-Executive summary.pdf_10,0.8203125
ppe_-english_full_document_for_public_consultation.pdf_278,France NPF (EN).pdf_59,0.75390625
ppe_-english_full_document_for_public_consultation.pdf_280,PPE-Executive summary.pdf_10,0.66015625
ppe_-english_full_document_for_public_consultation.pdf_291,PPE-Executive summary.pdf_10,0.66015625
ppe_-english_full_document_for_public_consultation.pdf_301,PPE-Executive summary.pdf_10,0.734375
ppe_-english_full_document_for_public_consultation.pdf_303,PPE-Executive summary.pdf_10,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_314,PPE-Executive summary.pdf_10,0.6640625
ppe_-english_full_document_for_public_consultation.pdf_315,PPE-Executive summary.pdf_10,0.7109375
ppe_-english_full_document_for_public_consultation.pdf_321,PPE-Executive summary.pdf_10,0.68359375
ppe_-english_full_document_for_public_consultation.pdf_325,PPE-Executive summary.pdf_10,0.671875
ppe_-english_full_document_for_public_consultation.pdf_326,PPE-Executive summary.pdf_17,0.6953125
ppe_-english_full_document_for_public_consultation.pdf_329,3d96e0d9-en.pdf_41,0.67578125
ppe_-english_full_document_for_public_consultation.pdf_348,France NPF (EN).pdf_25,0.65234375
ppe_-english_full_document_for_public_consultation.pdf_349,France NPF (EN).pdf_25,0.71875
programme-de-rd-et-d-innovation-d-enedis.pdf_20,utdlabosreseauxweb.pdf_0,0.6875
r21-8011.pdf_36,Energy pathways 2050_Key results.pdf_25,0.68359375
r21-8011.pdf_42,ENGIEXH2-EN-005.pdf_14,0.67578125
r21-8361.pdf_9,enea-overview-of-the-biomethane-sector-in-france.pdf_48,0.6640625
r22-8251.pdf_1,Energy pathways 2050_Key results.pdf_61,1.0078125
r22-8251.pdf_19,Energy pathways 2050_Key results.pdf_61,1.0078125
r22-8251.pdf_29,Energy pathways 2050_Key results.pdf_61,1.0078125
r22-8251.pdf_43,CountryReport2021_France_final.pdf_13,0.67578125
r22-8251.pdf_96,ENGIEXH2-EN-005.pdf_14,0.69921875
r22-8251.pdf_108,3d96e0d9-en.pdf_35,0.65625
r22-8251.pdf_150,France NPF (EN).pdf_8,0.703125
r22-8251.pdf_154,potential-efuels-decarbonise-ships-aircraft-v2.pdf_10,0.6953125
r22-8251.pdf_155,3d96e0d9-en.pdf_18,0.671875
r22-8251.pdf_208,potential-efuels-decarbonise-ships-aircraft-v2.pdf_10,0.65234375
r22-8251.pdf_269,Energy pathways 2050_Key results.pdf_61,1.0078125
r23-7141-1.pdf_19,Energy pathways 2050_Key results.pdf_61,1.0078125
r23-7141-1.pdf_145,16 ENGIE Colloque Stockage ATEE 5 oct2023.pdf_14,0.6875
r23-7141-1.pdf_339,France NPF (EN).pdf_6,0.65234375
r23-7141-1.pdf_340,France NPF (EN).pdf_6,0.734375
r23-7141-1.pdf_369,ENGIEXH2-EN-005.pdf_14,0.66015625
r23-7141-1.pdf_422,Energy pathways 2050_Key results.pdf_29,0.65625
r23-7141-1.pdf_428,Energy pathways 2050_Key results.pdf_29,0.65234375
r23-7141-1.pdf_429,Energy pathways 2050_Key results.pdf_29,0.75
r23-7141-1.pdf_513,Energy pathways 2050_Key results.pdf_34,0.66796875
r23-7141-1.pdf_632,ORANO_SCOPE_WASTE_EN.pdf_8,0.69140625
r23-7141-1.pdf_633,ORANO_SCOPE_WASTE_EN.pdf_8,0.6875
r23-7141-1.pdf_649,Energy pathways 2050_Key results.pdf_25,0.65625
r23-7141-1.pdf_673,ORANO_SCOPE_WASTE_EN.pdf_8,0.734375
r23-7141-1.pdf_686,ORANO_SCOPE_WASTE_EN.pdf_7,0.68359375
r23-7141-1.pdf_699,Energy pathways 2050_Key results.pdf_61,1.0078125
r23-7141-1.pdf_799,Energy pathways 2050_Key results.pdf_61,1.0078125
r23-7141-1.pdf_819,Energy pathways 2050_Key results.pdf_61,1.0078125
rapport CE.pdf_115,ORANO_SCOPE_WASTE_EN.pdf_8,0.69921875
rapport-TSN-Melox-2018.pdf_7,factsheet-mox-en-v5.pdf_1,0.66796875
rapport-TSN-Melox-2018.pdf_45,nuclear-safety-environment-policy-2017-2020.pdf_1,0.71484375
rapport-cligeet-avec-annexes-v2.pdf_27,business-solutions-march-2019.pdf_4,0.6875
rapport-cligeet-avec-annexes-v2.pdf_28,business-solutions-march-2019.pdf_4,0.6875
rapport-orano-art-8-2023.pdf_1,Energy pathways 2050_Key results.pdf_61,1.0078125
rapport-orano-art-8-2023.pdf_9,ORANO_SCOPE_WASTE_EN.pdf_8,0.69921875
rapport-orano-art-8-2023.pdf_11,ORANO_SCOPE_WASTE_EN.pdf_8,0.6875
rapport-orano-art-8-2023.pdf_13,ORANO_SCOPE_WASTE_EN.pdf_8,0.66015625
rapport-orano-art-8-2023.pdf_15,ORANO_SCOPE_WASTE_EN.pdf_8,0.65625
rapport-orano-art-8-2023.pdf_16,ORANO_SCOPE_WASTE_EN.pdf_8,0.671875
rapport-orano-art-8-2023.pdf_50,Energy pathways 2050_Key results.pdf_61,1.0078125
rapport-orano-art-8-2023.pdf_51,nuclear-safety-environment-policy-2017-2020.pdf_5,0.71875
rapport-rcd-edition-2023.pdf_3,business-solutions-march-2019.pdf_8,0.71484375
rapport-rcd-edition-2023.pdf_27,nuclear-safety-environment-policy-2017-2020.pdf_5,0.7421875
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_14,Energy pathways 2050_Key results.pdf_7,0.80859375
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_16,electrical-products-guide-bess-en.pdf_8,0.65625
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_35,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.66015625
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_37,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.65625
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_41,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.69921875
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_54,Energy pathways 2050_Key results.pdf_7,0.82421875
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_102,Energy pathways 2050_Key results.pdf_7,0.8359375
rapport_stockage_stationnaire_energie_pdf_mail-1.pdf_141,Energy pathways 2050_Key results.pdf_7,0.7890625
rcr_2019_en.pdf_119,nuclear-safety-environment-policy-2017-2020.pdf_5,0.8046875
september-2017-investor-presentation3_vf.pdf_24,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_10,0.703125
supplement-technique-technologies-production-electricite-renouvelable.pdf_3,Chapter 5 Notes WSES.pdf_0,0.703125
tce-2024-ros.pdf_158,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_141,0.70703125
thesis.pdf_2,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_6,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_12,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_16,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_20,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_62,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.6640625
thesis.pdf_97,a365101-832.pdf_4,0.65625
thesis.pdf_132,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_151,Energy pathways 2050_Key results.pdf_7,0.69921875
thesis.pdf_152,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_191,Energy pathways 2050_Key results.pdf_7,0.65625
thesis.pdf_192,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_220,Energy pathways 2050_Key results.pdf_7,0.703125
thesis.pdf_226,Energy pathways 2050_Key results.pdf_61,1.0078125
thesis.pdf_227,Energy pathways 2050_Key results.pdf_7,0.7734375
thesis.pdf_234,Energy pathways 2050_Key results.pdf_7,0.9375
thesis.pdf_251,Energy pathways 2050_Key results.pdf_61,1.0078125
totalenergies_universal-registration-document-2023_2023_en_pdf.pdf_19,TotalEnergies-company-briefing-March-2022.pdf_5,0.65625
totalenergies_universal-registration-document-2023_2023_en_pdf.pdf_179,TotalEnergies-company-briefing-March-2022.pdf_5,0.7265625
totalenergies_universal-registration-document-2023_2023_en_pdf.pdf_294,TotalEnergies-company-briefing-March-2022.pdf_5,0.671875
tsn_melox2024_light.pdf_8,factsheet-mox-en-v5.pdf_1,0.73046875
